title,image,upc,price,url
Wholesale Washington D.C. Musical Glass Waterglobe – Features The White House,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Buy-in-Bulk-Wholesale-Washington-D.C.-Glass-Waterglobe-600x600.jpg,UPC: 672299487116,$10.00,https://www.hjcloseouts.com/product/wholesale-washington-d-c-musical-glass-waterglobe-features-the-white-house/
Wholesale StrikeLite Night Fishing 3″ Glowstick – Lasts 12 Hours,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Closeout-Merchandise-StrikeLite-Night-Fishing-3-Inch-Glowstick-600x600.jpg,UPC: 672299099128,$0.50,https://www.hjcloseouts.com/product/wholesale-strikelite-night-fishing-3-glowstick-lasts-12-hours/
"Wholesale Toss-N-Talk Noun, Verb & Adjective Educational 24″ Inflatable Ball",https://image.hjcloseouts.com/wp-content/uploads/2019/09/Toss-N-Talk-Noun-Verb-Adjective-Educational-24-Inch-Inflatable-Ball-600x600.jpg,UPC: 672299200081,$3.75,https://www.hjcloseouts.com/product/wholesale-toss-n-talk-noun-verb-adjective-educational-24-inflatable-ball/
Purdue University Fan Pull,https://image.hjcloseouts.com/wp-content/uploads/2019/08/purduefanpull-600x600.jpg,UPC: 672299340350,$0.45,https://www.hjcloseouts.com/product/purdue-university-fan-pull/
Pack of 100 Medium Clear Polyethylene Envelopes,https://image.hjcloseouts.com/wp-content/uploads/2019/09/envelopesmedium-600x600.jpg,UPC: 672299482876,$0.45,https://www.hjcloseouts.com/product/pack-of-100-medium-clear-polyethylene-envelopes/
"Wholesale Toss-N-Talk Colors, Numbers & Shapes Educational 24″ Inflatable Ball",https://image.hjcloseouts.com/wp-content/uploads/2019/09/Toss-N-Talk-Colors-Numbers-Shapes-Educational-24-Inch-Inflatable-Ball-600x600.jpg,UPC: 672299042384,$3.75,https://www.hjcloseouts.com/product/wholesale-toss-n-talk-colors-numbers-shapes-educational-24-inflatable-ball/
Wholesale StrikeLite Night Fishing 2″ Glowstick with Clip- Lasts 12 Hours,https://image.hjcloseouts.com/wp-content/uploads/2019/08/StrikeLite-Night-Fishing-2-Inch-Glowstick-with-Clip-600x600.jpg,UPC: 672299404960,$0.50,https://www.hjcloseouts.com/product/wholesale-strikelite-night-fishing-2-glowstick-with-clip-lasts-12-hours/
Christmas Red Sparkle Boots Santa Ornament,https://image.hjcloseouts.com/wp-content/uploads/2019/08/santaboots-600x600.jpg,UPC: 672299244962,$0.50,https://www.hjcloseouts.com/product/christmas-red-sparkle-boots-santa-ornament-2/
Wooden Fidget Stick In Assorted Colors – Great For Anxiety And Fine Motor Skills,https://image.hjcloseouts.com/wp-content/uploads/2019/09/woodenfidgettoy-600x600.jpg,UPC: 672299430891,$0.50,https://www.hjcloseouts.com/product/wooden-fidget-stick-in-assorted-colors-great-for-anxiety-and-fine-motor-skills/
Zubii – Faux Fur Girls Kids Boutique Fashion Socks – Mixed Sizes,https://image.hjcloseouts.com/wp-content/uploads/2019/08/zubiisocksfur-600x600.jpg,UPC: 672299223714,$0.85,https://www.hjcloseouts.com/product/zubii-faux-fur-girls-kids-boutique-fashion-socks-mixed-sizes/
Wood Chinese Checkers Game with Wooden Pegs – Minor packaging Damage,https://image.hjcloseouts.com/wp-content/uploads/2019/08/chinesecheckers-600x600.jpg,UPC: 672299454125,$2.75,https://www.hjcloseouts.com/product/wood-chinese-checkers-game-with-wooden-pegs-minor-packaging-damage/
Wholesale StrikeLite Night Fishing 2″ Rattle Glowstick – Lasts 12 Hours,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Wholesale-StrikeLite-Night-Fishing-2-Inch-Rattle-Glowstick-600x600.jpg,UPC: 672299362222,$0.38,https://www.hjcloseouts.com/product/wholesale-strikelite-night-fishing-2-rattle-glowstick-lasts-12-hours/
7″ Black Afro Pik Lift Hair Comb Detangle Wig Braid Hair,https://image.hjcloseouts.com/wp-content/uploads/2019/09/afropick2-600x600.jpg,UPC: 672299267985,$0.65,https://www.hjcloseouts.com/product/7-black-afro-pik-lift-hair-comb-detangle-wig-braid-hair/
Licensed NCAA University of North Carolina Beaded Book Mark,https://image.hjcloseouts.com/wp-content/uploads/2019/09/bookmarknorthcarolina1-600x600.jpg,UPC: 672299013964,$1.50,https://www.hjcloseouts.com/product/licensed-ncaa-university-of-north-carolina-beaded-book-mark/
Licensed NCAA Texas Tech University Beaded Book Mark,https://image.hjcloseouts.com/wp-content/uploads/2019/09/bookmarktexastech1-600x600.jpg,UPC: 672299472945,$1.50,https://www.hjcloseouts.com/product/licensed-ncaa-texas-tech-university-beaded-book-mark/
Great Assortment of Decorative Christmas Ornaments,https://image.hjcloseouts.com/wp-content/uploads/2019/08/ornamentsasst-1-600x600.jpg,UPC: 672299412613,$0.75,https://www.hjcloseouts.com/product/great-assortment-of-decorative-christmas-ornaments/
Licensed NCAA Florida State University Beaded Book Mark,https://image.hjcloseouts.com/wp-content/uploads/2019/09/bookmarkfloridastate1-600x600.jpg,UPC: 672299223899,$1.50,https://www.hjcloseouts.com/product/licensed-ncaa-florida-state-university-beaded-book-mark/
Wholesale Upper Deck WINX CLUB COMIC Book MAGAZINE #3 “The Boys From Red Mountain”,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Resell-inventory-Upper-Deck-WINX-CLUB-COMIC-Book-MAGAZINE-600x600.jpg,UPC: 672299084261,$1.25,https://www.hjcloseouts.com/product/wholesale-upper-deck-winx-club-comic-book-magazine-3-the-boys-from-red-mountain-2/
Support Our Troops Wreath Car Magnet (Made in the USA),https://image.hjcloseouts.com/wp-content/uploads/2019/08/wreathmagnet-1-600x600.jpg,UPC: 672299082823,$0.40,https://www.hjcloseouts.com/product/support-our-troops-wreath-car-magnet-made-in-the-usa-3/
Closeout “Almost Adam” Book,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Closeout-Almost-Adam-Book-600x600.jpg,UPC: 672299480629,$2.00,https://www.hjcloseouts.com/product/closeout-almost-adam-book/
Licensed NCAA University of Illinois Beaded Book Mark,https://image.hjcloseouts.com/wp-content/uploads/2019/09/bookmarkillini1-600x600.jpg,UPC: 672299465268,$1.50,https://www.hjcloseouts.com/product/licensed-ncaa-university-of-illinois-beaded-book-mark/
Wholesale Ceramic Christmas Tealight Candle Holder Ornament Item#4431,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Closeout-Ceramic-Christmas-Tealight-Candle-Holder-Ornament-600x600.jpg,UPC: 672299405721,$0.44,https://www.hjcloseouts.com/product/wholesale-ceramic-christmas-tealight-candle-holder-ornament-item4431/
Basketball MVP Picture Frame,https://image.hjcloseouts.com/wp-content/uploads/2019/09/basketballpicframe1-600x600.jpg,UPC: 672299316409,$0.50,https://www.hjcloseouts.com/product/basketball-mvp-picture-frame/
Christmas Holiday Shutter Wrap,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Wholesale-Liquidation-Christmas-Holiday-Shutter-Wrap-600x600.jpg,UPC: 672299300002,$1.88,https://www.hjcloseouts.com/product/christmas-holiday-shutter-wrap/
Flashlight with rotating head for Grandma,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Flashlight-with-Rotating-Head-for-Grandma-600x600.jpg,UPC: 672299485679,$0.31,https://www.hjcloseouts.com/product/flashlight-with-rotating-head-for-grandma/
Licensed NCAA Mississippi State Bulldogs Glass Paperweight,https://image.hjcloseouts.com/wp-content/uploads/2019/09/mississippistatepaperweight-600x600.jpg,UPC: 672299368972,$4.00,https://www.hjcloseouts.com/product/licensed-ncaa-mississippi-state-bulldogs-glass-paperweight/
Pack of 100 Large Clear Polyethylene Envelopes,https://image.hjcloseouts.com/wp-content/uploads/2019/08/envelopeslarge-600x600.jpg,UPC: 672299498563,$0.39,https://www.hjcloseouts.com/product/pack-of-100-large-clear-polyethylene-envelopes/
Thermo Wear Insulated 2-Finger Touch Sensitive Gloves Brown – One Size Fits Most,https://image.hjcloseouts.com/wp-content/uploads/2019/09/browntouchgloves-600x600.jpg,UPC: 672299106451,$1.25,https://www.hjcloseouts.com/product/thermo-wear-insulated-2-finger-touch-sensitive-gloves-brown-one-size-fits-most/
Bulk Assorted Color Shatter Resistant Christmas Star Ornaments – Minor Blemishes,https://image.hjcloseouts.com/wp-content/uploads/2019/08/starornament-600x600.jpg,UPC: 672299305632,$0.40,https://www.hjcloseouts.com/product/bulk-assorted-color-shatter-resistant-christmas-star-ornaments-minor-blemishes/
Wholesale StrikeLite Night Fishing 2″ Glowstick with Clip- Lasts 12 Hours,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Wholesale-Amusement-StrikeLite-Night-Fishing-2-Inch-Glowstick-with-Clip-600x600.jpg,UPC: 672299351516,$0.38,https://www.hjcloseouts.com/product/wholesale-strikelite-night-fishing-2-glowstick-with-clip-lasts-12-hours-2/
Women’s High Fashion Assorted Footless Tights – One Size,https://image.hjcloseouts.com/wp-content/uploads/2019/08/fashiontightsoneszie-600x600.jpg,UPC: 672299011830,$0.90,https://www.hjcloseouts.com/product/womens-high-fashion-assorted-footless-tights-one-size/
Wholesale Simply Basic Cleansing Body Smoother,https://image.hjcloseouts.com/wp-content/uploads/2019/09/Liquidation-Health-Beauty-Simply-Basic-Cleansing-Body-Smoother-600x600.jpg,UPC: 672299301733,$0.50,https://www.hjcloseouts.com/product/wholesale-simply-basic-cleansing-body-smoother/
Glow-ology Hypoallergenic Juniper Pineapple Hand Balm (2 ml) Tester Packs,https://image.hjcloseouts.com/wp-content/uploads/2019/08/glowologycherrypineapple-600x600.jpg,UPC: 672299331181,$0.15,https://www.hjcloseouts.com/product/glow-ology-hypoallergenic-juniper-pineapple-hand-balm-2-ml-tester-packs/
Porcelain African American Angel Ornaments (Set of 2),https://image.hjcloseouts.com/wp-content/uploads/2019/11/africanangelornaments-1-600x600.jpg,UPC: ,$1.00,https://www.hjcloseouts.com/product/porcelain-african-american-angel-ornaments-set-of-2/
Merit Men’s Silver Retro Digital Quartz Watch – Needs New Batteries,https://image.hjcloseouts.com/wp-content/uploads/2019/08/meritmensilver-600x600.jpg,UPC: 672299361560,$2.00,https://www.hjcloseouts.com/product/merit-mens-silver-retro-digital-quartz-watch-needs-new-batteries/
Model Secrets Re-hydrating Moisture Mud Mask Facial Packs,https://image.hjcloseouts.com/wp-content/uploads/2019/08/mudmaskrehydrating-600x600.jpg,UPC: 672299063495,$0.35,https://www.hjcloseouts.com/product/model-secrets-re-hydrating-moisture-mud-mask-facial-packs/
Thermal Sauna Deep Cleansing Face Mask Cream,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Thermal-Sauna-Deep-Cleansing-Face-Mask-Cream-600x600.jpg,UPC: 672299295407,$0.50,https://www.hjcloseouts.com/product/thermal-sauna-deep-cleansing-face-mask-cream/
Solid Color 100% Polyester Chiffon Bandana Scarf (21″ x 21″) – Assorted Colors,https://image.hjcloseouts.com/wp-content/uploads/2019/08/chiffonscarf-600x600.jpg,UPC: 672299460782,$0.60,https://www.hjcloseouts.com/product/solid-color-100-polyester-chiffon-bandana-scarf-21-x-21-assorted-colors/
Wholesale Simply Basic Melon Delight 2 Oz. Body Mist Spray,https://image.hjcloseouts.com/wp-content/uploads/2019/09/Simply-Basic-Melon-Delight-2-Oz.-Body-Mist-Spray-600x600.jpg,UPC: 672299456167,$0.50,https://www.hjcloseouts.com/product/wholesale-simply-basic-melon-delight-2-oz-body-mist-spray/
Solid Color 100% Polyester Chiffon Scarf – Assorted Colors,https://image.hjcloseouts.com/wp-content/uploads/2019/08/chiffonscarf-600x600.jpg,UPC: 672299165465,$0.55,https://www.hjcloseouts.com/product/solid-color-100-polyester-chiffon-scarf-assorted-colors/
Merit Men’s Gold Retro Digital Quartz Watch – Needs New Batteries,https://image.hjcloseouts.com/wp-content/uploads/2019/08/meritmengold-600x600.jpg,UPC: 672299164475,$2.00,https://www.hjcloseouts.com/product/merit-mens-gold-retro-digital-quartz-watch-needs-new-batteries/
Colorful Fish Pin by Cherrydale Farms,https://image.hjcloseouts.com/wp-content/uploads/2019/09/Colorful-Fish-Pin-by-Cherrydale-Farms-600x600.jpg,UPC: 672299368767,$0.63,https://www.hjcloseouts.com/product/colorful-fish-pin-by-cherrydale-farms/
Wholesale StrikeLite Night Fishing 6″ Glowstick – Lasts 12 Hours,https://image.hjcloseouts.com/wp-content/uploads/2019/08/StrikeLite-Night-Fishing-6-Inch-Glowstick-600x600.jpg,UPC: 672299170612,$0.63,https://www.hjcloseouts.com/product/wholesale-strikelite-night-fishing-6-glowstick-lasts-12-hours/
Amcor Solid Brass Chrome Plate Rain Showerhead,https://image.hjcloseouts.com/wp-content/uploads/2019/08/amcorshowerhead2-600x600.jpg,UPC: 672299085916,$6.75,https://www.hjcloseouts.com/product/amcor-solid-brass-chrome-plate-rain-showerhead/
Wholesale Artwork – Signed prints by Harvey Edward,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Wholesale-Artwork-Signed-prints-by-Harvey-Edward-600x600.jpg,UPC: 672299145269,$1.88,https://www.hjcloseouts.com/product/wholesale-artwork-signed-prints-by-harvey-edward/
Women’s Knotted Cloche Sun Hat (One Size Fits All) Lime Green,https://image.hjcloseouts.com/wp-content/uploads/2019/08/clochelime-600x600.jpg,UPC: 672299142817,$4.00,https://www.hjcloseouts.com/product/womens-knotted-cloche-sun-hat-one-size-fits-all-lime-green/
Women’s High Fashion Assorted Fishnet Tights – Assorted Sizes,https://image.hjcloseouts.com/wp-content/uploads/2019/08/fishnets-600x600.jpg,UPC: 672299127401,$0.90,https://www.hjcloseouts.com/product/womens-high-fashion-assorted-fishnet-tights-assorted-sizes/
Lil’ Lady Girls Fashion Tights – Baby Blue Color,https://image.hjcloseouts.com/wp-content/uploads/2019/08/lilladytights-scaled-600x600.jpg,UPC: 672299356696,$0.65,https://www.hjcloseouts.com/product/lil-lady-girls-fashion-tights-baby-blue-color/
Living Bright Indoor/Outdoor Wall Lamp with Remote – Item #14W-1203,https://image.hjcloseouts.com/wp-content/uploads/2019/08/lightremote-600x600.jpg,UPC: 672299083332,$3.50,https://www.hjcloseouts.com/product/living-bright-indoor-outdoor-wall-lamp-with-remote-item-14w-1203-2/
Good Earth Lighting White Halogen 2-Light Kit – Item # G9602WHI,https://image.hjcloseouts.com/wp-content/uploads/2019/08/goodearthhalogenspot-600x600.jpg,UPC: 672299109506,$7.15,https://www.hjcloseouts.com/product/good-earth-lighting-white-halogen-2-light-kit-item-g9602whi/
Sunbelt Gifts Lodge Fish Wood Wall Décor 15.75″ x 15″- Item #4910-287,https://image.hjcloseouts.com/wp-content/uploads/2019/08/sunbeltfish-600x600.jpg,UPC: 672299325906,$9.00,https://www.hjcloseouts.com/product/sunbelt-gifts-lodge-fish-wood-wall-decor-15-75-x-15-item-4910-287/
4 Foot 3 Wire Aluminum White Track for Track Lighting,https://image.hjcloseouts.com/wp-content/uploads/2019/08/tracklighting-600x600.jpg,UPC: 672299447387,$9.36,https://www.hjcloseouts.com/product/4-foot-3-wire-aluminum-white-track-for-track-lighting/
Good Earth Quinn 9″ LED Mini-Pendant Light – Item #MP1022-NK1-CMWLM-T,https://image.hjcloseouts.com/wp-content/uploads/2019/08/MP1022-NK1-CMWLM-T-600x600.jpg,UPC: 672299308251,$15.00,https://www.hjcloseouts.com/product/good-earth-quinn-9-led-mini-pendant-light-item-mp1022-nk1-cmwlm-t/
24″ x 8″ Acrylic Panoramic Picture Frame with Easel Back,https://image.hjcloseouts.com/wp-content/uploads/2019/08/panoramicpictureframe-600x600.jpg,UPC: 672299006812,$8.00,https://www.hjcloseouts.com/product/24-x-8-acrylic-panoramic-picture-frame-with-easel-back/
Adorable 3 Inch Polyresin Children Figurines,https://image.hjcloseouts.com/wp-content/uploads/2019/08/figurines-600x600.jpg,UPC: 672299161160,$1.00,https://www.hjcloseouts.com/product/adorable-3-inch-polyresin-children-figurines/
MONTANA LIFESTYLES SILVERSMITHS BLUE COWBOY HAT STAR RECIPE CARD PHOTO HOLDER,https://image.hjcloseouts.com/wp-content/uploads/2019/09/cowboypictureframe-600x600.jpg,UPC: 672299057081,$2.00,https://www.hjcloseouts.com/product/montana-lifestyles-silversmiths-blue-cowboy-hat-star-recipe-card-photo-holder/
Premium 3′ x 5′ Polyester Rainbow Pride Flags w/Metal Grommets,https://image.hjcloseouts.com/wp-content/uploads/2019/08/rainbowflag-600x600.jpg,UPC: 672299108868,$2.25,https://www.hjcloseouts.com/product/premium-3-x-5-polyester-rainbow-pride-flags-w-metal-grommets/
"Sunbelt Gifts Set of 6 Farmhouse Wood Coasters – Pig, Cow and Rooster #4400-78",https://image.hjcloseouts.com/wp-content/uploads/2019/08/sunbeltgiftswoodencoastersetburgers-600x600.jpg,UPC: 672299005198,$7.00,https://www.hjcloseouts.com/product/sunbelt-gifts-set-of-6-farmhouse-wood-coasters-pig-cow-and-rooster-4400-78/
Go Army Spiral Bound Cookbook – Pre-Priced $34.95,https://image.hjcloseouts.com/wp-content/uploads/2019/08/cookbook-600x600.jpg,UPC: 672299322448,$3.00,https://www.hjcloseouts.com/product/go-army-spiral-bound-cookbook-pre-priced-34-95/
Licensed NCAA Georgia University Beaded Book Mark,https://image.hjcloseouts.com/wp-content/uploads/2019/08/georgiabookmark1-600x600.jpg,UPC: 672299162570,$1.50,https://www.hjcloseouts.com/product/licensed-ncaa-georgia-university-beaded-book-mark/
Que Bella Balancing Jasmine Mud Face Mask 0.5oz,https://image.hjcloseouts.com/wp-content/uploads/2020/04/quebellajasmine-600x600.jpg,UPC: 5060242151682,$0.50,https://www.hjcloseouts.com/product/que-bella-balancing-jasmine-mud-face-mask-0-5oz/
Wholesale Trends International Bird of Pray 3-D Printed Frame in Shadow Box,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Trends-International-Bird-of-Pray-3-D-Printed-Frame-in-Shadow-Box-600x600.jpg,UPC: 672299153189,$7.50,https://www.hjcloseouts.com/product/wholesale-trends-international-bird-of-pray-3-d-printed-frame-in-shadow-box/
3 Piece Scented Ivy Floating Candles by Cherrydale Farms,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Ivy-Floating-Candles-600x600.jpg,UPC: 672299080010,$0.38,https://www.hjcloseouts.com/product/3-piece-scented-ivy-floating-candles-by-cherrydale-farms/
Westar Lighting Outdoor Hanging 3-Light Lantern with Black Metal Finish – Retail Value $149.95,https://image.hjcloseouts.com/wp-content/uploads/2019/08/westar3lighthanginglight-600x600.jpg,UPC: 672299320161,$35.00,https://www.hjcloseouts.com/product/westar-lighting-outdoor-hanging-3-light-lantern-with-black-metal-finish-retail-value-149-95/
Que Bella 2-in-1 Coffee Scrub & Mud Mask 0.5oz,https://image.hjcloseouts.com/wp-content/uploads/2020/04/quebellascrubmask-600x600.jpg,UPC: 5060242151903,$0.50,https://www.hjcloseouts.com/product/que-bella-2-in-1-coffee-scrub-mud-mask-0-5oz/
7.5″ Tall Porcelain Religious Figurine,https://image.hjcloseouts.com/wp-content/uploads/2019/08/figurine-600x600.jpg,UPC: 672299498259,$0.75,https://www.hjcloseouts.com/product/7-5-tall-porcelain-religious-figurine/
Good Earth Lighting 18-inch Xenon Convertible Under Cabinet Light Bar – Stainless Steel (Item #G9183D-SSX-I),https://image.hjcloseouts.com/wp-content/uploads/2019/08/goodearthG9183D-SSX-I-600x600.jpg,UPC: 672299304147,$9.00,https://www.hjcloseouts.com/product/good-earth-lighting-18-inch-xenon-convertible-under-cabinet-light-bar-stainless-steel-item-g9183d-ssx-i/
"Good Earth Plug-In 22.875″ Lighting Under Cabinet Light Fixture, White – Item #G9724L-T5-WHESI",https://image.hjcloseouts.com/wp-content/uploads/2019/08/GU9724L-T5-WHI-600x600.jpg,UPC: 755284012736,$8.50,https://www.hjcloseouts.com/product/good-earth-plug-in-22-lighting-under-cabinet-light-fixture-white-item-gu9724l-t5-wh-i/
Allen Roth 4 Light Brushed Aluminum Fluorescent Light Fixture Flush Mount,https://image.hjcloseouts.com/wp-content/uploads/2019/08/allenroth-600x600.jpg,UPC: 672299290266,$50.00,https://www.hjcloseouts.com/product/allen-roth-4-light-brushed-aluminum-fluorescent-light-fixture-flush-mount/
Sunbelt Gifts Lodge Deer Wood Wall Décor 15.75″ x 15″- Item #4910-286,https://image.hjcloseouts.com/wp-content/uploads/2019/08/sunbeltgiftsdeer-600x600.jpg,UPC: 672299174047,$9.00,https://www.hjcloseouts.com/product/sunbelt-gifts-lodge-deer-wood-wall-decor-15-75-x-15-item-4910-286/
Egyptian Style Decorative Replacement Wambaugh Trim for Recessed Lighting,https://image.hjcloseouts.com/wp-content/uploads/2019/08/Egyptian-Style-Decorative-Replacement-Wambaugh-Trim-for-Recessed-Lighting-600x600.jpg,UPC: 672299443556,$2.50,https://www.hjcloseouts.com/product/egyptian-style-decorative-replacement-wambaugh-trim-for-recessed-lighting/
